Phrases;nb Quotes;nb Mots;nb Maj;Entit�s Nomm�es (Nom propres);Entit�s Nomm�es (FULL);Mots annonciateurs
 Les 30 millions de Ghanéens, dont les deux tiers sont chrétiens et environ un tiers musulmans, « vivent dans une coexistence pacifique que le monde nous envie », a souligné le président Akufo-Addo, mercredi.;1;32;3;1;1;1
 « Quand le chauffeur Uber s’est rendu compte de ce qui se passait, il a continué sa route avec la troisième cliente », qui a finalement appelé la police, a expliqué M.;1;31;2;0;0;1
 Plusieurs kidnappings contre rançon ont eu lieu ces derniers mois dans le pays, « un phénomène qui touche nos frères nigérians mais que nous ne connaissions pas avant », avait regretté fin avril le président Nana Akufo-Addo.;1;36;3;1;1;1
 Le porte-parole du ministère canadien des affaires étrangères, Guillaume Bérubé, a refusé de « commenter ou donner quelconque information qui pourrait ternir les efforts déployés pour garantir la sécurité des Canadiens ».;1;31;3;1;1;1
 « Nous mettons en place des stratégies avec d’autres agences de sécurité pour empêcher ces crimes de se propager au Ghana », a souligné le porte-parole de la police.;1;28;1;0;1;1
International Plusieurs kidnappings contre rançon ont eu lieu ces derniers mois dans le pays.;0;14;1;0;0;0
 Deux étudiantes canadiennes ont été enlevées à Kumasi, la deuxième ville du Ghana, pays qui a connu dernièrement plusieurs enlèvements contre rançon, a annoncé la police, jeudi 6 juin.;0;29;2;0;1;0
 Les deux étudiantes de l’Université technique de Kumasi, à environ 250 km au nord de la capitale, Accra, ont été kidnappées mardi vers 20 heures en sortant d’un taxi devant le Kumasi Royal Golf Club, a précisé David Eklu, le porte-parole de la police ghanéenne.;0;44;9;1;1;1
 Une troisième jeune femme qui se trouvait dans le véhicule n’a pas eu le temps de sortir lorsque ses deux camarades ont été enlevées par leurs ravisseurs.;0;28;0;0;0;0
 La police n’a pas donné les noms des deux étudiantes, âgées de 19 et 20 ans.;0;16;0;0;0;0
 Elle a toutefois précisé qu’elles étaient des volontaires travaillant pour Youth Challenge International, un groupe canadien dont le siège est à Toronto.;0;23;4;0;1;0
 La thèse du kidnapping contre rançon se précise, même si aucune déclaration officielle n’a été faite dans ce sens.;0;20;0;0;0;0
 Cette pratique est très courante et généralisée au Nigeria, très proche culturellement du Ghana.;0;14;2;0;1;0
 Le même mois, un diplomate estonien avait été enlevé à Accra et séquestré pendant vingt-quatre heures par un groupe criminel nigérian présumé.;0;22;1;0;1;0
 Un homme d’affaires indien avait également été kidnappé et séquestré pendant deux jours à Kumasi, avant d’être relâché.;0;19;1;0;1;0
 Le Ghana n’a connu aucun trouble majeur de sécurité dans son histoire et a toujours été perçu comme un pays pacifique et paisible dans une région tourmentée par les guerres civiles, la criminalité rampante et les groupes djihadistes.;0;39;1;0;1;0
 Le pays d’Afrique de l’Ouest a d’ailleurs fait du tourisme, notamment nord-américain, l’un des piliers de son développement économique.;0;20;2;0;1;0
 Mais le Ghana est également limitrophe du Burkina Faso, pays pauvre confronté depuis plusieurs mois à une explosion des violences attribuées à des groupes djihadistes.;0;26;3;0;1;0
 La semaine dernière, un Burkinabé a été arrêté en possession d’une arme à feu dans une église dans le nord du Ghana.;0;23;2;0;1;0
 Les plus lus Édition du jour Daté du samedi 8 juin Lire le journal numérique Dans la même rubrique Services MERCEDES 300 2800 € 77 JEEP COMPASS 38900 € 92 SUZUKI SWIFT 10000 € 77 Recherche.;0;37;0;0;0;0
Greta Thunberg reçoit le prix d’« ambassadrice de conscience » d’Amnesty International;1;10;3;1;1;0
En septembre au sommet pour le climat;0;7;0;0;0;0
 Amnesty International a décerné, vendredi 7 juin, à l’adolescente suédoise Greta Thunberg son prix le plus prestigieux, celui d’« ambassadrice de conscience ».;1;21;3;1;1;0
 Elle y publiait encore vendredi matin une photo d’elle devant le Parlement à Stockholm tenant une pancarte « Grève de l’école pour le climat ».;1;24;3;0;1;0
 « Comme je ne prends pas l’avion, je vais devoir traverser l’Atlantique autrement Je n’ai pas encore vraiment trouvé de solution mais de toute façon j’irai », a-t-elle assuré au journal Dagens Nyheter.;1;32;4;0;1;1
 « Chaque jeune personne participant à “Fridays for future” incarne ce que signifie agir sur notre conscience Ils nous rappellent que nous sommes plus puissants que nous le pensons et que nous avons tous un rôle à jouer dans la protection des droits de l’homme contre la catastrophe climatique », affirme le secrétaire général de l’ONG, Kumi Naidoo, dans un communiqué.;1;60;7;1;1;1
 Dans ce texte, Greta Thunberg s’est dite « honorée » de recevoir ce prix et a dénoncé « l’injustice flagrante » du réchauffement climatique, qui « affecte d’abord les populations de l’hémisphère sud alors qu’elles en sont le moins responsables ».;3;36;2;1;1;1
 Ce prix récompense la jeune chef de file du combat pour le climat et du mouvement « Fridays for future » (« les vendredis pour l’avenir »), à l’initiative de marches organisées dans le monde entier pour alerter sur l’urgence de lutter contre les dérèglements climatiques.;2;43;1;0;1;0
Planète La jeune Suédoise est devenue une star mondiale en observant chaque vendredi depuis la rentrée 2018 une grève de l’école pour le climat qui a essaimé sur tous les continents.;0;31;2;0;0;0
 La jeune Suédoise, âgée de 16 ans, est devenue une star mondiale en observant chaque vendredi depuis la rentrée 2018 une grève de l’école pour le climat qui a fait florès sur tous les continents.;0;35;1;0;0;0
 Elle compte près de 2 millions d’abonnés à son compte Instagram.;0;11;1;0;0;0
 Voir cette publication sur Instagram School strike week 42.;0;10;2;0;0;0
 #fridaysforfuture #schoolstrike4climate #climatestrike Une publication partagée par Greta Thunberg (@gretathunberg) le 6 Juin 2019 à 10 :53 PDT L’adolescente a annoncé fin mai qu’elle allait prendre une année sabbatique et se rendrait en septembre à New York pour participer au Sommet mondial sur le climat organisé par le secrétaire général de l’ONU, Antonio Guterres.;0;55;15;1;1;0
 Elle qui ne se déplace qu’en train réfléchit encore au moyen de franchir l’océan autrement que par les airs.;0;20;0;0;0;0
 Les plus lus Édition du jour Daté du samedi 8 juin Lire le journal numérique MASERATI GRANTURISMO 45000 € 58 OPEL COMBO 5990 € 77 JEEP COMPASS 38900 € 92 Recherche Dans la même rubrique Services VOLVO V90 CROSS COUNTRY 60990 € 88 DS DS 5 16990 € 31 RENAULT VEL SATIS 4500 € 38 Recherche.;0;57;0;0;0;0
Quand la mafia corse gagne 4 millions au Loto, la justice déchante;0;12;1;0;0;0
Société Police et justice Le beau-frère du chef de la bande du Petit Bar, qui règne sur la Corse-du-Sud, est jugé pour « recel d’abus de biens sociaux » et « blanchiment de fraude fiscale ».;2;31;6;0;1;0
 Il est soupçonné, ainsi que son épouse, d’avoir notamment bénéficié des largesses financières d’Antony Perrino, promoteur immobilier, poids lourd de l’économie insulaire et principal actionnaire de Corse-Matin – seul quotidien de l’île –, poursuivi pour « abus de biens sociaux ».;1;42;4;1;1;0
 Le 25 juin, le tribunal de grande instance d’Ajaccio doit juger, pour « recel d’abus de biens sociaux » et « blanchiment de fraude fiscale », Pascal Porri, considéré comme un pilier du groupe criminel Le Petit Bar, qui règne sur la Corse-du-Sud.;2;39;8;1;1;0
 Article réservé aux abonnés Faute de pouvoir mettre à mal le crime organisé corse dans les affaires d’assassinats, la justice pensait pouvoir enfin l’affaiblir en le frappant au porte-monnaie.;0;30;1;0;0;0
 Ce procès a une valeur très symbolique pour une opinion insulaire qui voit chaque jour le monde criminel afficher son pouvoir.;0;22;0;0;0;0
 En s’attaquant aux signes extérieurs de richesse du milieu, les autorités montraient que la non-justification de ressources était une piste prometteuse pour faire reculer son emprise sur la société insulaire.;0;31;0;0;0;0
 Un espoir qui a été sérieusement douché par un événement inattendu.;0;12;0;0;0;0
 Début 2019, les magistrats et policiers chargés de combattre le crime organisé corse ont appris que le beau-frère du chef du Petit Bar avait gagné, en octobre, quatre millions d’euros… au Loto.;0;33;3;0;0;0
 De discrètes vérifications de la police semblent avoir levé les doutes sur la légalité du gain.;0;17;0;0;0;0
 Les numéros gagnants sont ceux des dates de naissance des enfants de la famille, et ils ont été régulièrement joués.;0;21;0;0;0;0
 Seule particularité, ni Corse-Matin ni le buraliste, chez qui le ticket a été enregistré, n’ont fait la publicité de ce coup de chance singulier.;0;25;2;0;0;0
 Une discrétion qui tranche avec les pratiques habituelles.;0;9;0;0;0;0
 Néanmoins, l’information a plombé l’ambiance chez des policiers qui craignent que cet argent puisse justifier de façon légale de futures rentrées d’argent au sein de la sphère du Petit Bar, les parrains locaux.;0;34;2;0;1;0
 Seule consolation pour la justice, aucun lien n’est établi entre ces quatre millions et l’affaire qui sera jugée en juin.;0;21;0;0;0;0
 C’est entre 2016 et 2018, selon l’accusation, que M.;0;10;1;0;0;0
 Perrino a accordé des libéralités injustifiées au couple Porri, en lui louant sous le prix du marché un appartement sur le front de mer ajaccien.;0;25;1;1;1;0
 Le parquet d’Ajaccio évalue à 40 000 euros le manque à gagner.;0;13;1;0;1;0
;;;;;;
;;;;;;
;*;;;;;
